3807865000000,-0.025,0.0,-0.7625486414517424,-0.014280732754489128,-0.012543007541259369,3.9990272521972656,-0.5564721,-0.016722191
3808136000000,-0.025,0.0,-0.7625486414517424,-0.014442139099111097,-0.013326985102339062,3.999823808670044,-0.5564721,-0.016722191
3808233000000,-0.025,-0.005555555555555556,-0.7506360737189517,-0.01428258242980181,-0.012357196051207747,4.000008583068848,1.5918306,-0.291435
3808328000000,-0.025,-0.005555555555555556,-0.7506360737189517,-0.014185663814879592,-0.011491783900699036,4.000151634216309,-0.38645846,0.0307669
3808422000000,-0.025,-0.005555555555555556,-0.7048327646991335,-0.01641117592514107,-0.016162042741816297,4.000269889831543,-0.38645846,0.0307669
3808535000000,-0.016666666666666666,-0.005555555555555556,-0.6647386663372852,-0.01703340498232399,-0.016488933619078643,4.000411510467529,-0.5042931,2.1058612
3808629000000,-0.025,-0.011111111111111112,-0.6185531422721853,-0.0139994610458018,-0.012297922625700602,4.000580787658691,0.9927846,-2.9083085
3808734000000,-0.016666666666666666,-0.011111111111111112,-0.5724422416850776,-0.004786957186734519,-0.008005072584998642,4.000741481781006,-0.44624573,2.1016073
3808825000000,-0.016666666666666666,-0.011111111111111112,-0.5544343605976417,-0.00987859025511912,-0.005965510327011939,4.000885009765625,-0.17865726,0.24749789
3808927000000,-0.016666666666666666,-0.011111111111111112,-0.5268834357406259,-0.008963309479573016,-0.00338322063830181,4.001021862030029,-0.17865726,0.24749789
3809024000000,-0.025,-0.011111111111111112,-0.5,-0.005021704706727418,5.578076299629854e-06,4.001169681549072,-0.78517437,-2.8520708
3809122000000,-0.016666666666666666,-0.011111111111111112,-0.5,-0.005928092828386239,0.0056523658716982105,4.001237392425537,-0.4415062,2.173229
3809221000000,-0.016666666666666666,-0.016666666666666666,-0.4910341171655292,-0.018167525235399558,0.014108623742280129,4.001251220703125,1.7373123,-0.201648
