437703000000,0.5583333333333333,0.0,0.0,0.01477522038490864,0.015629537519877005,4.000626087188721,2.4316714,2.9997838,-4.855037
437983000000,0.5583333333333333,0.0,0.0,0.014783554363898865,0.016068084340981448,4.0,2.4366307,2.9997845,-4.854081
438102000000,0.5583333333333333,0.0,0.0,0.01924727146602097,0.010414830816313711,3.9997434616088867,2.4073963,2.9997714,-4.857379
438196000000,0.5666666666666667,0.011111111111111112,0.02313961421923191,0.04085096659918763,-0.009744437061025485,3.999511957168579,2.0075119,2.9996235,-4.889083
438295000000,0.5583333333333333,0.016666666666666666,0.035331445776269274,0.0766350124969162,-0.03885921088805936,3.999335527420044,1.9568293,2.9993749,-4.8532386
438404000000,0.5583333333333333,0.027777777777777776,0.035331445776269274,0.1208231671302868,-0.0699634837893723,3.9991860389709473,0.24946034,2.9982705,-4.7103777
438471000000,0.55,0.03333333333333333,0.04707105332287603,0.1693410270646979,-0.09927160410587112,3.9990367889404297,-0.8651713,2.9967043,-4.4546175
438608000000,0.55,0.044444444444444446,0.05988124177748233,0.22077117901486107,-0.11464039570295907,3.9988980293273926,-2.1432908,2.9905274,-4.210892
438708000000,0.5333333333333333,0.05555555555555555,0.08359800487376248,0.27332503036068234,-0.11390712085604503,3.998783826828003,-2.3183079,2.9895964,-3.7156181
438805000000,0.525,0.06111111111111111,0.08359800487376248,0.32654395570278466,-0.09608831651933997,3.998671531677246,-2.5286756,2.9736013,-4.1229825
438897000000,0.5166666666666667,0.06666666666666667,0.09537357200126609,0.3794107171590376,-0.06613792090231538,3.9985640048980713,-2.6150339,2.9292746,-4.2295294
438999000000,0.5,0.07777777777777778,0.09537357200126609,0.433544145800515,-0.025084720937643253,3.9984400272369385,-2.6069562,2.6778712,-4.2319036
439092000000,0.49166666666666664,0.07777777777777778,0.11872124888891906,0.4836762067714169,0.019674158753721055,3.9983365535736084,-2.1190178,2.1992316,-4.061127
439173000000,0.475,0.08333333333333333,0.12095030060731915,0.5319177739602318,0.06869169511300487,3.998234748840332,-1.9651136,0.9324565,-3.4361048
439298000000,0.45,0.08888888888888889,0.12095030060731915,0.5719810809223593,0.11614142683679186,3.998150587081909,-2.1020114,0.1369156,-2.8795564
439398000000,0.43333333333333335,0.08888888888888889,0.14711688794652453,0.6000422139355914,0.16113449814678613,3.998168706893921,-1.5950257,0.41036248,-2.8131733
439505000000,0.4166666666666667,0.08888888888888889,0.14711688794652453,0.6157538140589531,0.20432433563964048,3.99825382232666,-1.0950556,0.90672684,-3.0449128
439599000000,0.4,0.08888888888888889,0.16193573553376378,0.624803623367001,0.24398615641998625,3.998351573944092,-0.29937705,1.5701773,-3.222775
