38638125000000,0.0,-0.312343905966857,-0.47385364742788494,7.0056023597717285,2.1791186,2.9822893,-4.894274
38638320000000,0.0,-0.3128336642274115,-0.4717918516393567,7.0056891441345215,2.1957703,2.9818034,-4.893652
38638369000000,-0.005555555555555556,-0.31142770711480666,-0.4708734611247226,7.005695343017578,2.2963672,2.9803271,-4.887251
38638406000000,0.005555555555555556,-0.3133248345689625,-0.468917916415692,7.005687713623047,2.0859694,2.9826574,-4.898842
38638430000000,0.011111111111111112,-0.31197793572618493,-0.46660808119682073,7.005660533905029,1.9361365,2.9833097,-4.9034305
38638471000000,0.016666666666666666,-0.30969726916421064,-0.46242307182819004,7.00565767288208,1.7448924,2.9836597,-4.9076586
38638513000000,0.022222222222222223,-0.3022404972560163,-0.45723164642186925,7.005649566650391,1.4433572,2.9825068,-4.9081445
38638545000000,0.03333333333333333,-0.3022404972560163,-0.45008271582627984,7.005670547485352,0.9111784,2.9847589,-4.9205317
38638605000000,0.03888888888888889,-0.28233198154353495,-0.4310893459768762,7.005709648132324,0.31216723,2.9808664,-4.908425
38638648000000,0.03888888888888889,-0.27848065171909614,-0.4067476806359527,7.005818843841553,0.36032653,2.9803543,-4.8957114
38638712000000,0.03888888888888889,-0.2715994975601837,-0.39415417779466305,7.005866527557373,0.37513047,2.9782581,-4.880339
38638738000000,0.03888888888888889,-0.26668809444373426,-0.3805667221190309,7.005937576293945,0.44206983,2.9764698,-4.8624477
38638779000000,0.03888888888888889,-0.2617427155953144,-0.3669811854859338,7.0060014724731445,0.5199325,2.974307,-4.8396006
38638838000000,0.03888888888888889,-0.25460772033776685,-0.3371156412632717,7.006109237670898,0.7289814,2.9698887,-4.7778254
38638877000000,0.03333333333333333,-0.2495620444610741,-0.3072000417186426,7.006171226501465,1.1330369,2.961077,-4.6992927
38638939000000,0.03333333333333333,-0.24223788318168685,-0.2922072413342819,7.006203651428223,1.1231409,2.954599,-4.6237154
38638977000000,0.03333333333333333,-0.23956129577026958,-0.27690387843384806,7.006208896636963,1.1799033,2.9502847,-4.5554857
38639006000000,0.03333333333333333,-0.23231089412232947,-0.26055071464726587,7.006219387054443,1.1086081,2.9424973,-4.4303823
38639074000000,0.03333333333333333,-0.22826910517184348,-0.2298457892585304,7.006221771240234,1.1457692,2.9340205,-4.2199206
38639115000000,0.03333333333333333,-0.22510948661386704,-0.19869592959463195,7.006221294403076,1.1600664,2.9274857,-3.9616451
38639166000000,0.027777777777777776,-0.2177645702731779,-0.18295067098581827,7.006188869476318,1.1201558,2.9110227,-3.7769973
38639207000000,0.027777777777777776,-0.21239834808823382,-0.16614650308025206,7.00616455078125,0.9069102,2.9066885,-3.5186481
38639237000000,0.027777777777777776,-0.21061348910584504,-0.1508257249164598,7.006147861480713,0.83065474,2.9068892,-3.3366275
38639277000000,0.027777777777777776,-0.2066464913371217,-0.11934821666091448,7.006072044372559,0.6281234,2.9099817,-2.9579954
38639343000000,0.022222222222222223,-0.20337929742463656,-0.0863657580255691,7.005978107452393,0.70817286,2.909231,-2.8387585
38639406000000,0.022222222222222223,-0.19530981907405806,-0.07073822132490275,7.005918025970459,0.20435235,2.9093275,-2.5229373
38639442000000,0.022222222222222223,-0.1908836990781656,-0.05465835475960129,7.005825042724609,-0.06991349,2.9123697,-2.3539255
38639480000000,0.011111111111111112,-0.18420878639414598,-0.022679290239944794,7.005611896514893,0.083473936,2.9089499,-2.583344
38639512000000,0.016666666666666666,-0.1875515517251303,-0.0053798469906973755,7.005467891693115,0.09584251,2.9230435,-2.5887852
38639537000000,0.016666666666666666,-0.1875515517251303,0.010350061172332201,7.005346775054932,0.16053775,2.9279857,-2.695034
38639575000000,0.016666666666666666,-0.1845416170557041,0.02657585764824545,7.0052008628845215,0.039868623,2.9308429,-2.735961
38639676000000,0.011111111111111112,-0.18230369124443577,0.05855869836576085,7.004897594451904,0.32625183,2.933956,-3.1010532
